hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
40	L5_comentario	pair	28%	28%	moderate_align	Alineación moderada	Befreiungszeiten bedürfen des inneren Entschlusses. Die Gemeinen sind nicht zu entfernen durch Verbote und äußere Mittel. Will man sie loswe…	Times of liberation require inner decision. The common ones cannot be removed through prohibitions and external means. If you want to get ri…	Times of deliverance demand inner resolve. Inferior people cannot be driven off by prohibitions or any external means. If one desires to be …	Primera línea poco alineada (Jaccard 28%). | Solapamiento léxico moderado MT↔Baynes (28%).
41	L5_comentario	pair	19%	19%	weak_align	Alineación débil	Wenn jemand vom Schicksal zum Glück bestimmt ist, so kommt es unweigerlich. Alle Orakel, wie sie z.B. durch Schildkrötenschalen gewonnen wer…	When someone is fated to be lucky, it inevitably happens. All oracles, such as those obtained through turtle shells, must agree in favorable…	If someone is marked out by fate for good fortune, it comes without fail. All oracles—as for instance those that are read from the shells of…	Primera línea poco alineada (Jaccard 19%). | Solapamiento léxico bajo MT↔Baynes (19%).
42	L5_comentario	pair	43%	8%	moderate_align	Alineación moderada	Wahrhaftig wird Güte als deine Tugend anerkannt werden. Wirkliche Güte rechnet und fragt nicht nach Würdigkeit und Dank, sondern sie wirkt s…	Truly goodness will be recognized as your virtue. Real goodness does not calculate and ask for worthiness and gratitude, but rather it works…	True kindness does not count upon nor ask about merit and gratitude but acts from inner necessity. And such a truly kind heart finds itself …	Primera línea poco alineada (Jaccard 8%). | Solapamiento léxico moderado MT↔Baynes (43%).
43	L5_comentario	pair	32%	32%	moderate_align	Alineación moderada	Unkraut wächst immer wieder nach und läßt sich schwer ausrotten. So bedarf der Kampf gegen einen hochstehenden Gemeinen feste Entschlossenhe…	Weeds keep growing back and are difficult to eradicate. So the fight against a high-ranking commoner requires firm determination. You are in…	Weeds always grow back again and are difficult to exterminate. So too the struggle against an inferior man in a high position demands firm r…	Primera línea poco alineada (Jaccard 32%). | Solapamiento léxico moderado MT↔Baynes (32%).
44	L5_comentario	pair	38%	31%	moderate_align	Alineación moderada	Die Melone ist wie der Fisch ein Symbol des dunklen Prinzips. Sie ist süß, aber fault leicht, weshalb sie mit Weidenblättern schützend zuged…	The melon, like the fish, is a symbol of the dark principle. It is sweet but rots easily, which is why it is covered with willow leaves to p…	The melon, like the fish, is a symbol of the principle of darkness. It is sweet but spoils easily and for this reason is protected with a co…	Primera línea poco alineada (Jaccard 31%). | Solapamiento léxico moderado MT↔Baynes (38%).
45	L5_comentario	pair	42%	31%	moderate_align	Alineación moderada	Wenn sich die Menschen von selbst um einen sammeln, so ist das, wenn es einem ungesucht zuteil wird, nur gut. Man bekommt dadurch einen gewi…	If people gather around you of their own accord, then if it comes to you without being asked for, that is only a good thing. This gives you …	When people spontaneously gather around a man, it is only a good. It gives him a certain influence that can be altogether useful. But of cou…	Primera línea poco alineada (Jaccard 31%). | Solapamiento léxico moderado MT↔Baynes (42%).
46	L5_comentario	pair	31%	31%	moderate_align	Alineación moderada	Wenn man immer weiter vorankommt, so ist es wichtig, daß man sich am Erfolg nicht berauscht. Man muß gerade bei großem Erfolg dauernd nüchte…	As you continue to make progress, it is important not to become intoxicated by success. Especially when you are very successful, you have to…	When a man is advancing farther and farther, it is important for him not to become intoxicated by success. Precisely when he experiences gre…	Primera línea poco alineada (Jaccard 31%). | Solapamiento léxico moderado MT↔Baynes (31%).
47	L5_comentario	pair	51%	44%	strong_align	Alineación fuerte	Es ist jemand, dem das Wohl der Menschen am Herzen liegt, von oben und unten her bedrängt (das ist der Sinn der abgeschnittenen Nase und Füß…	It is someone who has the well-being of people at heart, harassed from above and below (that is the meaning of the cut off nose and feet). T…	An individual who has the good of mankind at heart is oppressed from above and below (this is the meaning of the cutting off of nose and fee…	Primera línea alineada (Jaccard 44%). | Solapamiento léxico alto MT↔Baynes (51%).
48	L5_comentario	pair	46%	36%	strong_align	Alineación fuerte	Das ist ein guter Brunnen, der auf seinem Grunde eine Quelle lebendigen Wassers hat. Ein Mann, der solche Tugenden hat, ist zum Retter und F…	This is a good well, having at its bottom a spring of living water. A man who has such virtues is born to be a savior and leader of men. He …	A well that is fed by a spring of living water is a good well. A man who has virtues like a well of this sort is born to be a leader and sav…	Primera línea alineada (Jaccard 36%). | Solapamiento léxico alto MT↔Baynes (46%).
49	L5_comentario	pair	33%	33%	moderate_align	Alineación moderada	Ein Tigerfell mit seinen deutlich sichtbaren schwarzen Streifen auf gelbem Grund ist weithin sichtbar deutlich gegliedert. So ist es bei Umw…	A tiger skin with its clearly visible black stripes on a yellow background is clearly structured and can be seen from afar. This is how it i…	A tigerskin, with its highly visible black stripes on a yellow ground, shows its distinct pattern from afar. It is the same with a revolutio…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (33%).
50	L5_comentario	pair	41%	41%	moderate_align	Alineación moderada	Es ist ein Mann an herrschender Stelle, der in seinem Wesen zugänglich und bescheiden ist. Durch diese innere Haltung gelingt es ihm, starke…	He is a man in a position of power who is approachable and modest in his nature. Through this inner attitude he succeeds in finding strong a…	Here we have, in a ruling position, a man who is approachable and modest in nature. As a result of this attitude he succeeds in finding stro…	Primera línea alineada (Jaccard 41%). | Solapamiento léxico moderado MT↔Baynes (41%).
51	L5_comentario	pair	26%	26%	moderate_align	Alineación moderada	Es ist hier nicht nur eine einmalige Erschütterung, sondern eine wiederholte, die gar keine Zeit zum Aufatmen läßt. Aber dennoch bringt die …	This is not just a one-time shock, but a repeated one that leaves no time to breathe. But the shock still brings no loss, since one is caref…	This is a case not of a single shock but of repeated shocks with no breathing space between. Nonetheless, the shock causes no loss, because …	Primera línea poco alineada (Jaccard 26%). | Solapamiento léxico moderado MT↔Baynes (26%).
52	L5_comentario	pair	23%	23%	weak_align	Alineación débil	In gefährlicher Lage, namentlich solange man der Lage nicht gewachsen ist, ist man sehr leicht mit Reden und vorlauten Scherzen bei der Hand…	In a dangerous situation, especially as long as you are not up to the task, it is very easy to talk and make cheeky jokes. But speaking care…	A man in a dangerous situation, especially when he is not adequate to it, is inclined to be very free with talk and presumptuous jokes. But …	Primera línea poco alineada (Jaccard 23%). | Solapamiento léxico moderado MT↔Baynes (23%).
53	L5_comentario	pair	37%	34%	moderate_align	Alineación moderada	Der Gipfel ist ein hoher Platz. Auf hoher Stelle gerät man leicht in Vereinsamung. Man wird verkannt von dem, auf den man angewiesen ist: di…	The summit is a high place. In high places it is easy to become isolated. One is misunderstood by those on whom one is dependent: the wife b…	The summit is a high place. In a high position one easily becomes isolated. One is misjudged by the very person on whom one is dependent—the…	Primera línea poco alineada (Jaccard 34%). | Solapamiento léxico moderado MT↔Baynes (37%).
54	L5_comentario	pair	44%	34%	moderate_align	Alineación moderada	Der Herrscher I ist Tang, der Vollender. Er hat ein Gesetz erlassen, daß die kaiserlichen Prinzessinnen in der Ehe ebenfalls ihren Männern u…	The Ruler I is Tang, the Finisher. He passed a law that the imperial princesses must also be submissive to their husbands in marriage (see N…	The sovereign I is T'ang the Completer. This ruler decreed that the imperial princesses should be subordinated to their husbands in the same…	Primera línea poco alineada (Jaccard 34%). | Solapamiento léxico moderado MT↔Baynes (44%).
55	L5_comentario	pair	33%	33%	moderate_align	Alineación moderada	Der herrschende Mann ist bescheiden, so daß er für Rat der Tüchtigen zugänglich ist. So kommen Männer in seine Umgebung, die ihm die Richtli…	The ruling man is modest, so that he is amenable to advice from the able. So men come into his environment who teach him the guidelines for …	The ruler is modest and therefore open to the counsel of able men. Thus he is surrounded by men who suggest to him the lines of action. This…	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (33%).
56	L5_comentario	pair	46%	54%	strong_align	Alineación fuerte	Die Staatsmänner auf Reisen pflegten sich bei den Fürsten durch das Geschenk eines Fasans einzuführen. Der Wanderer will hier in Fürstendien…	Traveling statesmen used to introduce themselves to the princes with the gift of a pheasant. The hiker wants to enter the service of the pri…	Traveling statesmen were in the habit of introducing themselves to local princes with the gift of a pheasant. Here the wanderer wants to ent…	Primera línea alineada (Jaccard 54%). | Solapamiento léxico alto MT↔Baynes (46%).
57	L5_comentario	pair	34%	24%	moderate_align	Alineación moderada	Während bei der »Arbeit am Verdorbenen« (Nr. 18) ein ganz neuer Ausgangspunkt geschaffen werden muß, handelt es sich hier nur um Reformen. D…	While a completely new starting point must be created in the ""Work on the Corrupted"" (No. 18), this is only a matter of reforms. The beginni…	In the situation described in Ku, WORK ON WHAT HAS BEEN SPOILED (18), an entirely new point of departure must be set up, whereas here it is …	Primera línea poco alineada (Jaccard 24%). | Solapamiento léxico moderado MT↔Baynes (34%).
58	L5_comentario	pair	40%	40%	moderate_align	Alineación moderada	Auch dem besten Menschen nahen sich gefährliche Elemente. Wenn man sich mit diesen einläßt, so wirkt ihr zersetzender Einfluß ganz langsam, …	Even the best people are exposed to dangerous elements. If one gets involved with these, their corrosive influence works very slowly but sur…	Dangerous elements approach even the best of men. If a man permits himself to have anything to do with them, their disintegrating influence …	Primera línea alineada (Jaccard 40%). | Solapamiento léxico moderado MT↔Baynes (40%).
59	L5_comentario	pair	40%	40%	moderate_align	Alineación moderada	In Zeiten allgemeiner Auflösung und Trennung ist ein großer Gedanke der Organisationspunkt der Genesung. Wie eine Krankheit durch lösenden S…	In times of general dissolution and separation, one major thought is the organizing point of recovery. Just as an illness finds its crisis t…	In times of general dispersion and separation, a great idea provides a focal point for the organization of recovery. Just as an illness reac…	Primera línea alineada (Jaccard 40%). | Solapamiento léxico moderado MT↔Baynes (40%).
60	L5_comentario	pair	30%	30%	moderate_align	Alineación moderada	Die Beschränkung muß in der richtigen Weise durchgeführt werden, um zu wirken. Wenn man nur andern Schranken auferlegen und sich selbst ihne…	The restriction must be done in the right way to be effective. If one only wants to impose limits on others and evade them oneself, these li…	The limitation must be carried out in the right way if it is to be effective. If we seek to impose restrictions on others only, while evadin…	Primera línea poco alineada (Jaccard 30%). | Solapamiento léxico moderado MT↔Baynes (30%).
61	L5_comentario	pair	44%	44%	moderate_align	Alineación moderada	Hier ist der Herr gezeichnet, der durch die Kraft seines Wesens alles zusammenhält. Nur wenn seine Charakterstärke so umfassend ist, daß er …	The Lord is depicted here, holding everything together through the power of his being. Only when his strength of character is so comprehensi…	This describes the ruler who holds all elements together by the power of his personality. Only when the strength of his character is so ampl…	Primera línea alineada (Jaccard 44%). | Solapamiento léxico moderado MT↔Baynes (44%).
62	L5_comentario	pair	47%	35%	strong_align	Alineación fuerte	Da hier ein hoher Platz ist, ist aus dem Bild des fliegenden Vogels das der fliegenden Wolken geworden. Aber ob die Wolken auch noch so dich…	Since this is a high place, the image of the flying bird has become that of the flying clouds. But no matter how dense the clouds are, they …	As a high place is pictured here, the image of a flying bird has become that of flying clouds. But dense as the clouds are, they race across…	Primera línea alineada (Jaccard 35%). | Solapamiento léxico alto MT↔Baynes (47%).
63	L5_comentario	pair	39%	4%	moderate_align	Alineación moderada	wie der Nachbar im Westen mit seinem kleinen Opfer. Auch die religiöse Haltung wird durch die seelische Stimmung in Zeiten nach der Vollendu…	like the neighbor to the west with his little victim. The religious attitude is also influenced by the mental mood in times after consummati…	Religious attitudes are likewise influenced by the spiritual atmosphere prevailing in times after completion. In divine worship the simple o…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico moderado MT↔Baynes (39%).
64	L5_comentario	pair	42%	31%	moderate_align	Alineación moderada	Der Sieg ist errungen. Die Kraft der Beständigkeit ist nicht zuschanden geworden. Es ist alles gut gegangen. Alle Bedenken sind überwunden. …	Victory is achieved. The power of perseverance has not been destroyed. Everything went well. All concerns have been overcome. The success ju…	The victory has been won. The power of steadfastness has not been routed. Everything has gone well. All misgivings have been overcome. Succe…	Primera línea poco alineada (Jaccard 31%). | Solapamiento léxico moderado MT↔Baynes (42%).
1	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
2	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
3	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
4	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
5	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
6	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
7	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
8	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
9	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
10	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
11	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
12	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
13	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
14	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
15	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
16	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
17	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
18	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
19	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
20	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
21	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
22	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
23	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
24	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
25	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
26	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
27	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
28	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
29	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
30	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
31	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
32	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
33	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
34	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
35	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
36	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
37	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
38	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
39	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
40	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
41	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
42	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
43	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
44	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
45	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
46	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
47	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
48	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
49	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
50	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
51	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
52	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
53	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
54	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
55	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
56	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
57	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
58	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
59	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
60	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
61	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
62	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
63	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Sechs bedeutet:	A six at the top means:	Six at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
64	L6_etiqueta	pair	100%	100%	strong_align	Alineación fuerte	Oben eine Neun bedeutet:	A nine at the top means:	Nine at the top means:	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (100%).
1	L6_oraculo	pair	57%	57%	strong_align	Alineación fuerte	Hochmütiger Drache wird zu bereuen haben.	Haughty dragon will have to repent.	Arrogant dragon will have cause to repent.	Primera línea alineada (Jaccard 57%). | Solapamiento léxico alto MT↔Baynes (57%).
2	L6_oraculo	pair	64%	60%	strong_align	Alineación fuerte	Drachen kämpfen auf dem Anger. Ihr Blut ist schwarz und gelb.	Dragons fight on the green. Her blood is black and yellow.	Dragons fight in the meadow. Their blood is black and yellow.	Primera línea alineada (Jaccard 60%). | Solapamiento léxico alto MT↔Baynes (64%).
3	L6_oraculo	pair	50%	29%	strong_align	Alineación fuerte	Pferd und Wagen trennen sich. Blutige Tränen ergießen sich.	The horse and carriage separate. Bloody tears flow.	Horse and wagon part. Bloody tears flow.	Primera línea poco alineada (Jaccard 29%). | Solapamiento léxico alto MT↔Baynes (50%).
4	L6_oraculo	pair	40%	50%	moderate_align	Alineación moderada	Beim Bestrafen der Torheit ist es nicht fördernd, Übergriffe zu begehen. Fördernd ist nur, Übergriffe abzuwehren.	In punishing folly it is not helpful to commit assaults. The only thing that helps is to ward off attacks.	In punishing folly It does not further one To commit transgressions. The only thing that furthers Is to prevent transgressions.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico moderado MT↔Baynes (40%).
5	L6_oraculo	pair	50%	25%	strong_align	Alineación fuerte	Man gerät in das Loch. Da kommen ungebetener Gäste drei. Ehre sie, so kommt am Ende Heil.	You get into the hole. Three uninvited guests arrive. Honor them and salvation will come in the end.	One falls into the pit. Three uninvited guests arrive. Honor them, and in the end there will be good fortune.	Primera línea poco alineada (Jaccard 25%). | Solapamiento léxico alto MT↔Baynes (50%).
6	L6_oraculo	pair	50%	20%	strong_align	Alineación fuerte	Wenn einem etwa auch ein Ledergürtel verliehen wird, am Ende eines Morgens wird er ihm dreimal entrissen.	If someone is given a leather belt, for example, at the end of one morning it is snatched away three times.	Even if by chance a leather belt is bestowed on one, By the end of a morning It will have been snatched away three times.	Primera línea poco alineada (Jaccard 20%). | Solapamiento léxico alto MT↔Baynes (50%).
