section	hex	field	classification	de_preview	baynes_preview
ten_wings	52	line:4_ten_wings	translation_pair	Stillehalten seines Rumpfes."" Er hält innerhalb seines eignen Leibes inne. Der vierte Platz ist der Rumpf. Er ist sehr s…	As has been pointed out above in the comment on the Judgment, keeping the back at rest means forgetting the ego. This is…
ten_wings	52	line:5_ten_wings	translation_pair	Stillehalten seiner Kinnladen"": Infolge der zentralen und korrekten Haltung. Während bei Nr. 31 die Kinnladen erst auf d…	A man in a dangerous situation, especially when he is not adequate to it, is inclined to be very free with talk and pres…
ten_wings	52	line:6_ten_wings	translation_pair	Das Heil des großzügigen Stillehaltens kommt davon her, daß ein reichlicher Abschluß da ist. Der Strich ist zum Abschluß…	This marks the consummation of the effort to attain tranquility. One is at rest, not merely in a small, circumscribed wa…
ten_wings	52	sequence	de_only	Die Dinge können sich nicht dauernd bewegen, man muß sie innehalten machen. Darum folgt darauf das Zeichen: Das Stilleha…	
oracle	53	intro	translation_pair	​53. DSIAN / DIE ENTWICKLUNG (ALLMAHLICHER FORTSCHRITT) oben Sun, das Sanfte, der Wind, das Holz unten Gen, das Stilleha…	This hexagram is made up of Sun (wood, penetration) above, i.e., without, and Kên (mountain, stillness) below, i.e., wit…
oracle	53	judgment	translation_pair	Die Entwicklung. Das Mädchen wird verheiratet. Heil! Fördernd ist Beharrlichkeit. Zögernd ist die Entwicklung, die dazu …	DEVELOPMENT. The maiden Is given in marriage. Good fortune. Perseverance furthers.
oracle	53	image	translation_pair	Auf dem Berge ist ein Baum: das Bild der Entwicklung. So weilt der Edle in würdiger Tugend, Um die Sitten zu bessern. De…	On the mountain, a tree: The image of DEVELOPMENT. Thus the superior man abides in dignity and virtue, In order to impro…
oracle	53	line:1	translation_pair	Die Wildgans zieht allmählich dem Ufer zu. Der junge Sohn ist in Gefahr. Es gibt Gerede. Kein Makel. Die einzelnen Linie…	The wild goose gradually draws near the shore. The young son is in danger. There is talk. No blame.
oracle	53	line:2	translation_pair	Die Wildgans zieht allmählich dem Felsen zu. Essen und Trinken in Frieden und Eintracht. Heil! aer Fels ist ein sicherer…	The wild goose gradually draws near the cliff. Eating and drinking in peace and concord. Good fortune.
oracle	53	line:3	translation_pair	Die Wildgans zieht allmählich der Hochebene zu. Der Mann zieht aus und kehrt nicht wieder. Die Frau trägt ein Kind, aber…	The wild goose gradually draws near the plateau. The man goes forth and does not return. The woman carries a child but d…
oracle	53	line:4	translation_pair	Die Wildgans zieht allmählich dem Baume zu. Vielleicht bekommt sie einen flachen Ast. Kein Makel. Der Baum ist kein Plat…	The wild goose gradually draws near the tree. Perhaps it will find a flat branch. No blame.
oracle	53	line:5	translation_pair	Die Wildgans zieht allmählich dem Gipfel zu. Die Frau bekommt drei Jahre lang kein Kind. Endlich kann sie nichts verhind…	The wild goose gradually draws near the summit. For three years the woman has no child. In the end nothing can hinder he…
oracle	53	line:6	translation_pair	Die Wildgans zieht allmählich den Wolkenhöhen zu. Ihre Federn können zum heiligen Tanz verwendet werden. Heil! Hier ist …	The wild goose gradually draws near the cloud heights. Its feathers can be used for the sacred dance. Good fortune.
ten_wings	53	judgment_ten_wings	translation_pair	Der Fortschritt der Entwicklung bedeutet das Heil der Ver- heiratung des Mädchens. Fortschreiten und dabei den rechten P…	The development of events that leads to a girl's following a man to his home proceeds slowly. The various formalities mu…
ten_wings	53	image_ten_wings	translation_pair	S Der Baum auf dem Berg vergrößert sich langsam und unmerklich. Er geht in die Breite, spendet Schatten und beeinflußt s…	The tree on the mountain is visible from afar, and its development influences the landscape of the entire region. It doe…
ten_wings	53	line:1_ten_wings	translation_pair	Die Gefahr des kleinen Sohnes ist ihrer Bedeutung nach ohne Makel. Das Kernzeichen Li bedeutet einen fliegenden Vogel, d…	All the individual lines in this hexagram symbolize the gradual flight of the wild goose. The wild goose is the symbol o…
ten_wings	53	line:2_ten_wings	translation_pair	Essen und Trinken in Friede und Eintracht."" n Er ißt sich nicht einfach nur satt. Gen ist der Berg, daher das Bild des F…	The cliff is a safe place on shore. The development has gone a step further. The initial insecurity has been overcome, a…
ten_wings	53	line:3_ten_wings	translation_pair	""Der Mann zieht aus und kehrt nicht wieder."" Er verläßt die Schar der Gefährten. ""Die Frau trägt ein Kind, aber bringt e…	The high plateau is dry and unsuitable for the wild goose. If it goes there, it has lost its way and gone too far. This …
ten_wings	53	line:4_ten_wings	translation_pair	Vielleicht bekommt sie einen flachen Ast."" Sie ist hingebend und sanft. Der Strich ist in das obere Zeichen Sun, Holz, e…	A tree is not a suitable place for a wild goose. But if it is clever, it will find a flat branch on which it can get a f…
ten_wings	53	line:5_ten_wings	translation_pair	Endlich kann nichts das Heil verhindern."" Man erlangt seinen Wunsch. Der Strich ist der obere Herr des Zeichens, daher d…	The summit is a high place. In a high position one easily becomes isolated. One is misjudged by the very person on whom …
ten_wings	53	line:6_ten_wings	translation_pair	Ihre Federn können zum heiligen Tanz verwendet werden. Heil!"" Man kann ihn nicht aus der Fassung bringen. Der oberste Pl…	Here life comes to its end. A man's work stands completed. The path rises high toward heaven, like the flight of wild ge…
ten_wings	53	sequence	de_only	Die Dinge können nicht dauernd innehalten, darum folgt dar- auf das Zeichen: die Entwicklung. Entwicklung bedeutet Forts…	
oracle	54	intro	translation_pair	​54. GUI ME DAS HEIRATENDE MADCHEN oben Dschen, das Erregende, der Donner unten Dui, das Heitere, der See ben ist Dschen…	Above we have Chên, the eldest son, and below, Tui, the youngest daughter. The man leads and the girl follows him in gla…
oracle	54	judgment	translation_pair	Das heiratende Mädchen. Unternehmungen bringen Unheil. Nichts, das fördernd wäre. Ein Mädchen, das in die Familie aufgen…	THE MARRYING MAIDEN. Undertakings bring misfortune. Nothing that would further.
oracle	54	image	translation_pair	Oberhalb des Sees ist der Donner: Das Bild des heiratenden Mädchens. So erkennt der Edle durch die Ewigkeit des Endes da…	Thunder over the lake: The image of THE MARRYING MAIDEN. Thus the superior man Understands the transitory In the light o…
oracle	54	line:1	translation_pair	Das heiratende Mädchen als Nebenfrau. Ein Lahmer, der auftreten kann. Unternehmungen bringen Heil. Die Fürsten des Alter…	The marrying maiden as a concubine. A lame man who is able to tread. Undertakings bring good fortune.
oracle	54	line:2	translation_pair	Ein Einäugiger, der sehen kann. Fördernd ist die Beharrlichkeit eines einsamen Menschen. Die Lage ist hier so, daß das M…	A one-eyed man who is able to see. The perseverance of a solitary man furthers.
oracle	54	line:3	translation_pair	Das heiratende Mädchen als Sklavin. Sie heiratet als Nebenfrau. Ein Mädchen, das sich in geringer Stellung befindet und …	The marrying maiden as a slave. She marries as a concubine.
oracle	54	line:4	translation_pair	Das heiratende Mädchen verzögert die Frist. Eine späte Heirat kommt zu ihrer Zeit. Das Mädchen ist sehr gut, will sich n…	The marrying maiden draws out the allotted time. A late marriage comes in due course.
oracle	54	line:5	translation_pair	Der Herrscher I verheiratete seine Tochter. Da waren die gestickten Kleider der Fürstin nicht so prächtig Wie die der Di…	The sovereign I gave his daughter in marriage. The embroidered garments of the princess Were not as gorgeous As those of…
oracle	54	line:6	translation_pair	Die Frau hält den Korb, aber es sind keine Früchte darin. Der Mann sticht das Schaf, aber es fließt kein Blut. Nichts, d…	The woman holds the basket, but there are no fruits in it. The man stabs the sheep, but no blood flows. Nothing that act…
ten_wings	54	judgment_ten_wings	translation_pair	Das heiratende Mädchen bezeichnet den großen Sinn von Himmel und Erde. Wenn Himmel und Erde sich nicht ver- einigen, so …	A girl who is taken into the family, but not as the chief wife, must behave with special caution and reserve. She must n…
ten_wings	54	image_ten_wings	translation_pair	. Oberhalb des Sees ist der Donner: das Bild des heiratenden Mädchens. So erkennt der Edle durch die Ewigkeit des Endes …	Thunder stirs the water of the lake, which follows it in shimmering waves. This symbolizes the girl who follows the man …
ten_wings	54	line:1_ten_wings	translation_pair	Das heiratende Mädchen als Nebenfrau"", weil das Dauer gibt. ,,Ein Lahmer, der auftreten kann. Heil"", weil sie einander e…	The princes of ancient China maintained a fixed order of rank among the court ladies, who were subordinated to the queen…
ten_wings	54	line:2_ten_wings	translation_pair	""Fördernd ist die Beharrlichkeit eines einsamen Menschen."" Das dauernde Gesetz ist nicht verändert. Der Strich ist an un…	Here the situation is that of a girl married to a man who has disappointed her. Man and wife ought to work together like…
ten_wings	54	line:3_ten_wings	translation_pair	Das heiratende Mädchen als Sklavin"": Sie ist noch nicht in der gebührenden Stellung. Die Linie ist schwach auf starkem P…	A girl who is in a lowly position and finds no husband may, in some circumstances, still win shelter as a concubine. Thi…
ten_wings	54	line:4_ten_wings	translation_pair	Die Gesinnung, die zur Verzögerung der Frist führt, will auf etwas warten, ehe sie geht. Von den Linien des oberen und d…	The girl is virtuous. She does not wish to throw herself away, and allows the customary time for marriage to slip by. Ho…
ten_wings	54	line:5_ten_wings	translation_pair	""Der Herrscher I verheiratet seine Tochter. Da waren ihre gestickten Kleider nicht so prächtig wie die der Dienerin."" De…	The sovereign I is T'ang the Completer. This ruler decreed that the imperial princesses should be subordinated to their …
ten_wings	54	line:6_ten_wings	translation_pair	Daß die obere Sechs keine Früchte hat, kommt daher, daß sie einen leeren Korb hält. Die obere schwache Sechs auf dem Gip…	At the sacrifice to the ancestors, the woman had to present harvest offerings in a basket, while the man slaughtered the…
ten_wings	54	sequence	de_only	Durch den Fortschritt kommt man sicher dahin, wo man hin- gehört. Darum folgt darauf das Zeichen: das heiratende Mäd- ch…	
oracle	55	intro	translation_pair	55. FONG / DIE FÜLLE oben Dschen, das Erregende, der Donner unten Li, das Haftende, die Flamme schen ist die Bewegung, L…	Chên is movement; Li is flame, whose attribute is clarity. Clarity within, movement without—this produces greatness and …
oracle	55	judgment	translation_pair	Die Fülle hat Gelingen. Der König erreicht sie. Sei nicht traurig; du mußt sein wie die Sonne am Mittag. Eine Zeit höchs…	ABUNDANCE has success. The king attains abundance. Be not sad. Be like the sun at midday.
oracle	55	image	translation_pair	Donner und Blitz kommen beide: das Bild der Fülle. So entscheidet der Edle die Prozesse und führt die Strafen aus. Das Z…	Both thunder and lightning come: The image of ABUNDANCE. Thus the superior man decides lawsuits And carries out punishme…
oracle	55	line:1	translation_pair	Wenn man seinem bestimmten Herrn begegnet, So mag man zehn Tage beisammen sein, und es ist kein Fehler. Hingehen findet …	When a man meets his destined ruler, They can be together ten days, And it is not a mistake. Going meets with recognitio…
oracle	55	line:2	translation_pair	Der Vorhang ist von solcher Fülle, Daß man am Mittag die Polsterne sieht. Durch Hingehen erreicht man Mißtrauen und HaB.…	The curtain is of such fullness That the polestars can be seen at noon. Through going one meets with mistrust and hate. …
oracle	55	line:3	translation_pair	Das Gestrüpp ist von solcher Fülle, Daß man am Mittag die kleinen Sterne sieht. Er bricht seinen rechten Arm. Kein Makel…	The underbrush is of such abundance That the small stars can be seen at noon. He breaks his right arm. No blame.
oracle	55	line:4	translation_pair	Der Vorhang ist von solcher Fülle, Daß man am Mittag die Polsterne sieht. Er begegnet seinem gleichen Herrn. Heil! Hier …	The curtain is of such fullness That the polestars can be seen at noon. He meets his ruler, who is of like kind. Good fo…
oracle	55	line:5	translation_pair	Es kommen Linien, es naht Segen und Ruhm. Heil! Der herrschende Mann ist bescheiden, so daß er für Rat der Tüchtigen zu-…	Lines are coming, Blessing and fame draw near. Good fortune.
oracle	55	line:6	translation_pair	Sein Haus ist in Fülle. Er verdeckt seine Sippe. Er späht durch das Tor Und merkt niemand mehr. Drei Jahre lang sieht er…	His house is in a state of abundance. He screens off his family. He peers through the gate And no longer perceives anyon…
ten_wings	55	judgment_ten_wings	translation_pair	Die Fülle bedeutet Größe. Klarheit bei der Bewegung, darum Fülle. ,,Der König erreicht sie."" Dadurch wird die Größe beto…	It is not given to every mortal to bring about a time of outstanding greatness and abundance. Only a born ruler of men i…
ten_wings	55	image_ten_wings	translation_pair	Donner und Blitz kommen beide: das Bild der Fülle. So ent- scheidet der Edle die Prozesse und führt die Strafen aus. Das…	This hexagram has a certain connection with Shih Ho, BITING THROUGH (21), in which thunder and lightning similarly appea…
ten_wings	55	line:1_ten_wings	translation_pair	Man mag zehn Tage beisammen sein, und es ist kein Feh- ler."" Mehr als zehn Tage ist vom Übel. Der Strich ist stark und k…	To bring about a time of abundance, a union of clarity with energetic movement is needed. Two individuals possessed of t…
ten_wings	55	line:2_ten_wings	translation_pair	Wenn man durch Wahrheit ihn erweckt"", d. h. man muß durch Zuverlässigkeit seinen Willen erwecken. Durch das Kernzeichen …	It often happens that plots and party intrigues, which have the darkening effect of an eclipse of the sun, come between …
ten_wings	55	line:3_ten_wings	translation_pair	""Das Gestrüpp ist von solcher Fülle"", daß man keine großen Geschäfte tun kann. ,,Er bricht seinen rechten Arm"": Endgülti…	The image is that of a progressive covering over of the sun. Here the eclipse reaches totality, therefore even the small…
ten_wings	55	line:4_ten_wings	translation_pair	""Der Vorhang ist von solcher Fülle."" Der Platz ist nicht der gebührende. ,,Am Mittag sieht man die Polsterne."" Er ist du…	Here the darkness is already decreasing, therefore interrelated elements come together. Here too the complement must be …
ten_wings	55	line:5_ten_wings	translation_pair	Das Heil der Sechs auf fünftem Platz kommt daher, daß sie Segen spendet. Die Linie steht in Beziehung zur Sechs auf zwei…	The ruler is modest and therefore open to the counsel of able men. Thus he is surrounded by men who suggest to him the l…
ten_wings	55	line:6_ten_wings	translation_pair	Sein Haus ist in Fülle."" Er treibt sich an der Grenze des Himmels umher. ,,Er späht durch das Tor und merkt niemand mehr…	This describes a man who because of his arrogance and obstinacy attains the opposite of what he strives for. He seeks ab…
ten_wings	55	sequence	de_only	Was einen Platz bekommt, wo es daheim ist, das wird sicher groß. Darum folgt darauf das Zeichen: die Fülle. Fülle be- de…	
oracle	56	intro	translation_pair	旅 ​56. LU / DER WANDERER oben Li, das Haftende, das Feuer unten Gen, das Stillehalten, der Berg De er Berg (Gen) steht s…	The mountain, Kên, stands still; above it fire, Li, flames up and does not tarry. Therefore the two trigrams do not stay…
oracle	56	judgment	translation_pair	Der Wanderer. Durch Kleinheit Gelingen. Dem Wanderer ist Beharrlichkeit von Heil. Als Wanderer und Fremdling darf man ni…	THE WANDERER. Success through smallness. Perseverance brings good fortune To the wanderer.
oracle	56	image	translation_pair	Auf dem Berg ist Feuer: das Bild des Wanderers. So ist der Edle klar und vorsichtig in der Anwendung von Strafen und ver…	Fire on the mountain: The image of THE WANDERER. Thus the superior man Is clear-minded and cautious In imposing penaltie…
oracle	56	line:1	translation_pair	Wenn der Wanderer sich mit kleinlichen Dingen abgibt, So zieht er sich dadurch Unglück zu. 11* Ein Wanderer darf sich ni…	If the wanderer busies himself with trivial things, He draws down misfortune upon himself.
oracle	56	line:2	translation_pair	Der Wanderer kommt zur Herberge. Er hat seinen Besitz bei sich. Er erlangt eines jungen Dieners Beharrlichkeit. Der Wand…	The wanderer comes to an inn. He has his property with him. He wins the steadfastness of a young servant.
oracle	56	line:3	translation_pair	Dem Wanderer verbrennt seine Herberge. Er verliert die Beharrlichkeit seines jungen Dieners. Gefahr. Ein gewalttätiger F…	The wanderer's inn burns down. He loses the steadfastness of his young servant. Danger.
oracle	56	line:4	translation_pair	Der Wanderer ruht an einem Unterkunftsort. Er erlangt seinen Besitz und eine Axt. Mein Herz ist nicht froh. Hier ist ein…	The wanderer rests in a shelter. He obtains his property and an ax. My heart is not glad.
oracle	56	line:5	translation_pair	Er schießt einen Fasan; auf den ersten Pfeil fällt er. Schließlich kommt dadurch Lob und Amt. Die Staatsmänner auf Reise…	He shoots a pheasant. It drops with the first arrow. In the end this brings both praise and office.
oracle	56	line:6	translation_pair	Dem Vogel verbrennt sein Nest. Der Wanderer lacht erst, Dann muß er klagen und weinen. Er verliert die Kuh im Leichtsinn…	The bird's nest burns up. The wanderer laughs at first, Then must needs lament and weep. Through carelessness he loses h…
ten_wings	56	judgment_ten_wings	translation_pair	""Der Wanderer. Durch Kleinheit Gelingen"": Das Weiche erlangt die Mitte im Außeren und fügt sich dem Festen. Stillehalten…	When a man is a wanderer and stranger, he should not be gruff nor overbearing. He has no large circle of acquaintances, …
ten_wings	56	image_ten_wings	translation_pair	Auf dem Berg ist Feuer: das Bild des Wanderers. So ist der Edle klar und vorsichtig in der Anwendung von Strafen und ver…	When grass on a mountain takes fire, there is bright light. However, the fire does not linger in one place, but travels …
ten_wings	56	line:1_ten_wings	translation_pair	""Wenn der Wanderer sich mit den kleinlichen Dingen ab- gibt"": Dann erschöpft sich sein Wille, und das ist ein Unglück. E…	A wanderer should not demean himself or busy himself with inferior things he meets with along the way. The humbler and m…
ten_wings	56	line:2_ten_wings	translation_pair	""Er erlangt eines jungen Dieners Beharrlichkeit."" Das ist endgültig kein Fehler. Die Linie ist weich und zentral, inmitt…	The wanderer here described is modest and reserved. He does not lose touch with his inner being, hence he finds a restin…
ten_wings	56	line:3_ten_wings	translation_pair	""Dem Wanderer verbrennt seine Herberge."" Das ist für ihn selbst ein Schade. Wenn er als Fremder mit seinem Untergebenen …	A truculent stranger does not know how to behave properly. He meddles in affairs and controversies that do not concern h…
ten_wings	56	line:4_ten_wings	translation_pair	Der Wanderer ruht an einem Unterkunftsort."" Er hat noch nicht seinen Platz erlangt. ""Er erlangt seinen Besitz und eine A…	This describes a wanderer who knows how to limit his desires outwardly, though he is inwardly strong and aspiring. There…
ten_wings	56	line:5_ten_wings	translation_pair	Schließlich kommt er durch Lob und Amt empor. Die Linie, weich auf dem Zentralplatz im Außern, ist hier der Wanderer. We…	Traveling statesmen were in the habit of introducing themselves to local princes with the gift of a pheasant. Here the w…
ten_wings	56	line:6_ten_wings	translation_pair	Als Wanderer oben zu sein, das führt mit Recht zum Ver- brennen. ""Er verliert die Kuh im Leichtsinn."" Er hört endgültig …	The picture of a bird whose nest burns up indicates loss of one's resting place. This misfortune may overtake the bird i…
ten_wings	56	sequence	de_only	Woran die Größe sich erschöpft, das ist sicher, daß sie ihre Heimat verliert. Darum folgt darauf das Zeichen: der Wan- d…	
oracle	57	intro	translation_pair	57. SUN/DAS SANFTE, DAS EINDRINGLICHE, DER WIND oben Sun, das Sanfte, der Wind, das Holz unten Sun, das Sanfte, der Wind…	Sun is one of the eight doubled trigrams. It is the eldest daughter and symbolizes wind or wood; it has for its attribut…
oracle	57	judgment	translation_pair	Das Sanfte. Durch Kleines Gelingen. Fördernd ist es, zu haben, wohin man geht. Fördernd ist es, den großen Mann zu sehen…	THE GENTLE. Success through what is small. It furthers one to have somewhere to go. It furthers one to see the great man…
oracle	57	image	translation_pair	Einander folgende Winde: das Bild des Sanft-Eindringenden. So verbreitet der Edle seine Gebote Und wirkt seine Geschäfte…	Winds following one upon the other: The image of THE GENTLY PENETRATING. Thus the superior man Spreads his commands abro…
oracle	57	line:1	translation_pair	Beim Vorgehen und Rückweichen Ist fördernd die Beharrlichkeit eines Kriegers. Das sanfte Wesen geht oft bis zur Unentsch…	In advancing and in retreating, The perseverance of a warrior furthers.
oracle	57	line:2	translation_pair	Eindringen unter das Bett. Man benützt Priester und Magier in großer Zahl. Heil! Kein Makel. Ess j Zuweilen hat man es m…	Penetration under the bed. Priests and magicians are used in great number. Good fortune. No blame.
oracle	57	line:3	translation_pair	Wiederholtes Eindringen. Beschämung. Das eindringliche Nachdenken darf nicht zu weit getrieben werden; sonst hemmt es di…	Repeated penetration. Humiliation.
oracle	57	line:4	translation_pair	Reue schwindet. Auf der Jagd fängt man drei Arten von Wild. Wenn man angeborene Bescheidenheit infolge der verantwortung…	Remorse vanishes. During the hunt Three kinds of game are caught.
oracle	57	line:5	translation_pair	Beharrlichkeit bringt Heil. Reue schwindet. Nichts, das nicht fördernd ist. Kein Anfang, aber ein Ende. Vor der Anderung…	Perseverance brings good fortune. Remorse vanishes. Nothing that does not further. No beginning, but an end. Before the …
oracle	57	line:6	translation_pair	Eindringen unter das Bett. Er verliert seinen Besitz und seine Axt. Beharrlichkeit bringt Unheil. Die Erkenntnis ist ein…	Penetration under the bed. He loses his property and his ax. Perseverance brings misfortune.
ten_wings	57	judgment_ten_wings	translation_pair	Wiederholtes Eindringen, um Gebote zu verbreiten. Das Feste dringt ein in die Mitte und das Korrekte, und sein Wille ges…	Penetration produces gradual and inconspicuous effects. It should be effected not by an act of violation but by influenc…
ten_wings	57	image_ten_wings	translation_pair	Einander folgende Winde: das Bild des sanft Eindringenden. So verbreitet der Edle seine Gebote und wirkt seine Geschäfte…	The penetrating quality of the wind depends upon its ceaselessness. This is what makes it so powerful; time is its instr…
ten_wings	57	line:1_ten_wings	translation_pair	Vorgehen und Rückweichen"": der Wille ist im Zweifel. ,,Fördernd ist die Beharrlichkeit eines Kriegers."" Der Wille ist be…	Inborn gentleness is often carried to the point of indecisiveness. One does not feel strong enough to advance resolutely…
ten_wings	57	line:2_ten_wings	translation_pair	Das Heil der großen Zahl beruht darauf, daß man die Mitte erlangt hat. 1 Vgl. Die modernen Theorien über das Wesen der S…	At times one has to deal with hidden enemies, intangible influences that slink into dark corners and from this hiding af…
ten_wings	57	line:3_ten_wings	translation_pair	Die Beschämung des wiederholten Eindringens kommt da- von, daß der Wille sich erschöpft. Der dritte Platz ist inmitten d…	Penetrating reflection must not be pushed too far, lest it cripple the power of decision. After a matter has been thorou…
ten_wings	57	line:4_ten_wings	translation_pair	Auf der Jagd fängt man drei Arten von Wild."" Das ist verdienstvoll. Das Kernzeichen Li bedeutet Waffen und daher Jagd. D…	When a responsible position and accumulated experience lead one to combine innate modesty with energetic action, great s…
ten_wings	57	line:5_ten_wings	translation_pair	Das Heil der Neun auf fünftem Platz beruht darauf, daß der Platz korrekt und zentral ist. Der Strich ist im Zentrum als …	In the situation described in Ku, WORK ON WHAT HAS BEEN SPOILED (18), an entirely new point of departure must be set up,…
ten_wings	57	line:6_ten_wings	translation_pair	Eindringen unter das Bett."" Oben ist es zu Ende. ""Er verliert seinen Besitz und seine Axt."" Ist das recht? Es ist von Un…	A man's understanding is sufficiently penetrating. He follows up injurious influences into the most secret corners. But …
ten_wings	57	sequence	de_only	Der Wanderer hat nichts, das ihn aufnehme, darum folgt darauf das Zeichen: das Sanfte, das Eindringliche. Das Sanfte be-…	
oracle	58	intro	translation_pair	58. DUI/DAS HEITERE, DER SEE oben Dui, das Heitere, der See unten Dui, das Heitere, der See D ui ist wie Sun eines der a…	This hexagram, like Sun, is one of the eight formed by doubling of a trigram. The trigram Tui denotes the youngest daugh…
oracle	58	judgment	translation_pair	Das Heitere. Gelingen. Günstig ist Beharrlichkeit. Die fröhliche Stimmung wirkt ansteckend, darum hat sie Erfolg. Aber d…	THE JOYOUS. Success. Perseverance is favorable.
oracle	58	image	translation_pair	Aufeinander beruhende Seen: das Bild des Heiteren. So tut sich der Edle mit seinen Freunden zusammen zur Besprechung und…	Lakes resting one on the other: The image of THE JOYOUS. Thus the superior man joins with his friends For discussion and…
oracle	58	line:1	translation_pair	Zufriedene Heiterkeit. Heil! Eine stille, wortlose, in sich gesammelte Freude, die nichts von außen be- gehrt und mit al…	Contented joyousness. Good fortune.
oracle	58	line:2	translation_pair	Wahrhaftige Heiterkeit. Heil! Die Reue schwindet. Oft befindet man sich in Beziehung zu minderwertigen Menschen, aus der…	Sincere joyousness. Good fortune. Remorse disappears.
oracle	58	line:3	translation_pair	Kommende Heiterkeit. Unheil! Die wahre Freude muß aus dem eigenen Innern quellen. Wenn man aber innerlich leer ist, so d…	Coming joyousness. Misfortune.
oracle	58	line:4	translation_pair	Überlegte Heiterkeit ist nicht beruhigt. Nach Abtun der Fehler hat man Freude. Oft befindet sich der Mensch mitten inne …	Joyousness that is weighed is not at peace. After ridding himself of mistakes a man has joy.
oracle	58	line:5	translation_pair	Wahrhaftigkeit gegen das Zersetzende ist gefährlich. Auch dem besten Menschen nahen sich gefährliche Elemente. Wenn man …	Sincerity toward disintegrating influences is dangerous.
oracle	58	line:6	translation_pair	Verführende Heiterkeit. Wenn man innerlich eitel ist, so lockt man die Freuden der Zerstreuung an und hat unter ihnen zu…	Seductive joyousness.
ten_wings	58	judgment_ten_wings	translation_pair	Das Heitere bedeutet Freude. Das Feste in der Mitte, das Weiche außen. Sich freuen und dabei als fördernd die Be- harrli…	The joyous mood is infectious and therefore brings success. But joy must be based on steadfastness if it is not to degen…
ten_wings	58	image_ten_wings	translation_pair	Aufeinander beruhende Seen: das Bild des Heiteren. So tut sich der Edle mit seinen Freunden zusammen zur Besprechung und…	A lake evaporates upward and thus gradually dries up; but when two lakes are joined they do not dry up so readily, for o…
ten_wings	58	line:1_ten_wings	translation_pair	Das Heil der zufriedenen Heiterkeit besteht darin, daß der Wandel noch nicht zweifelhaft geworden ist. Festigkeit und Be…	A quiet, wordless, self-contained joy, desiring nothing from without and resting content with everything, remains free o…
ten_wings	58	line:2_ten_wings	translation_pair	Das Heil wahrhaftiger Heiterkeit besteht im Vertrauen auf den eigenen Willen. Dieser Strich ist in naher Beziehung zu de…	We often find ourselves associating with inferior people in whose company we are tempted by pleasures that are inappropr…
ten_wings	58	line:3_ten_wings	translation_pair	und andere.	True joy must spring from within. But if one is empty within and wholly given over to the world, idle pleasures come str…
ten_wings	58	line:4_ten_wings	translation_pair	Die Freude der Neun auf viertem Platz hat Segen. Der Strich ist in der Mitte zwischen dem starken Herrn, Neun auf fünfte…	Often a man finds himself weighing the choice between various kinds of pleasures, and so long as he has not decided whic…
ten_wings	58	line:5_ten_wings	translation_pair	Wahrhaftigkeit gegen das Zersetzende"": Der Platz ist korrekt und gebührend. Das Zersetzende ist die obere Sechs. Die Neu…	Dangerous elements approach even the best of men. If a man permits himself to have anything to do with them, their disin…
ten_wings	58	line:6_ten_wings	translation_pair	Daß die obere Sechs zur Freude verführt, kommt daher, daß sie nicht lichtvoll ist. Diese Linie ist ähnlich wie die Sechs…	A vain nature invites diverting pleasures and must suffer accordingly (cf. the six in the third place). If a man is unst…
ten_wings	58	sequence	de_only	Wenn man in etwas eingedrungen ist, dann freut man sich. Darum folgt darauf das Zeichen: das Heitere. Das Heitere bedeut…	
oracle	59	intro	translation_pair	59. HUAN / DIE AUFLÖSUNG oben Sun, das Sanfte, der Wind unten Kan, das Abgründige, das Wasser er Wind, der oben über das…	Wind blowing over water disperses it, dissolving it into foam and mist. This suggests that when a man's vital energy is …
oracle	59	judgment	translation_pair	Die Auflösung: Gelingen. Der König naht seinem Tempel. Fördernd ist es, das große Wasser zu durchqueren. Fördernd ist Be…	DISPERSION. Success. The king approaches his temple. It furthers one to cross the great water. Perseverance furthers.
oracle	59	image	translation_pair	Der Wind fährt über das Wasser: das Bild der Auflösung. So opferten die alten Könige dem Herrn und bauten Tempel. Das Wa…	The wind drives over the water: The image of DISPERSION. Thus the kings of old sacrificed to the Lord And built temples.
oracle	59	line:1	translation_pair	Er bringt Hilfe mit der Macht eines Pferdes. Hier handelt es sich darum, daß, noch ehe die Trennung vollzogen ist, die e…	He brings help with the strength of a horse. Good fortune.
oracle	59	line:2	translation_pair	Bei der Auflösung läuft er seiner Stütze zu. Die Reue schwindet. Wenn man in sich selbst die Anfänge der Entfremdung von…	At the dissolution He hurries to that which supports him. Remorse disappears.
oracle	59	line:3	translation_pair	Er löst sein Ich auf. Keine Reue. Die Arbeit kann unter Umständen so schwer werden, daß man nicht mehr an sich selbst de…	He dissolves his self. No remorse.
oracle	59	line:4	translation_pair	Er löst sich von seiner Schar. Erhabenes Heil! Durch Auflösung folgt Anhäufung. Das ist etwas, an das Gewöhnliche nicht …	He dissolves his bond with his group. Supreme good fortune. Dispersion leads in turn to accumulation. This is something …
oracle	59	line:5	translation_pair	Auflösend wie Schweiß sind seine lauten Rufe. Auflösung! Ein König weilt ohne Makel. In Zeiten allgemeiner Auflösung und…	His loud cries are as dissolving as sweat. Dissolution! A king abides without blame.
